day,month,year,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,age_group,uk_interest_rate,uk_unemployment_pct,uk_gdp_growth_pct,uk_inflation_pct,uk_avg_salary_gbp,uk_consumer_confidence,uk_household_debt_to_income
28,aug,2021,53,management,married,tertiary,no,37,no,no,cellular,51,9,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
20,apr,2019,42,blue-collar,married,primary,no,1156,yes,no,telephone,37,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
7,may,2020,50,entrepreneur,married,secondary,no,806,yes,yes,cellular,141,8,297,2,other,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,apr,2019,59,admin.,married,secondary,no,2381,no,no,cellular,173,2,-1,0,,0,56-65,0.75,3.8,1.6,1.8,29000,−14,137.1
28,may,2020,38,services,married,secondary,no,-314,yes,no,,66,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,39,blue-collar,married,secondary,no,285,yes,yes,,209,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,28,blue-collar,single,primary,no,1199,yes,no,cellular,1011,20,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,55,management,divorced,tertiary,no,481,yes,no,telephone,147,2,298,3,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,aug,2021,33,technician,single,tertiary,no,137,no,no,cellular,88,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,36,blue-collar,single,secondary,no,168,yes,no,telephone,52,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jun,2020,38,admin.,divorced,secondary,no,156,yes,no,,544,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,may,2020,28,admin.,single,secondary,no,4745,no,no,telephone,360,1,181,5,success,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,aug,2021,32,management,single,tertiary,no,11797,yes,no,cellular,95,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
25,jul,2021,35,admin.,married,secondary,no,786,no,yes,cellular,322,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,jun,2020,58,technician,married,primary,no,4015,no,no,,106,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,may,2020,30,services,married,secondary,no,0,yes,no,,20,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,33,blue-collar,married,secondary,no,331,yes,no,cellular,178,7,365,5,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,may,2020,36,blue-collar,married,secondary,no,1554,yes,no,,325,4,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,may,2020,32,services,married,secondary,no,132,yes,yes,,343,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,may,2020,34,management,single,tertiary,no,5086,no,no,cellular,213,4,-1,0,,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,42,admin.,married,secondary,no,529,yes,yes,cellular,193,3,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
18,jul,2021,41,management,married,tertiary,no,4824,no,yes,cellular,168,7,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
25,jan,2018,63,retired,married,secondary,no,474,no,no,cellular,423,1,-1,0,,1,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
6,may,2020,38,admin.,divorced,tertiary,no,86,yes,no,,218,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,54,blue-collar,married,primary,no,2281,yes,no,,158,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,apr,2019,39,services,married,secondary,no,186,yes,no,cellular,433,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
20,jun,2020,46,blue-collar,married,secondary,no,137,no,no,,252,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
1,jun,2020,37,technician,married,tertiary,no,6968,no,no,cellular,175,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,76,retired,divorced,primary,no,86,no,no,cellular,192,1,-1,0,,0,65+,0.1,4.5,7.5,2.6,29600,−15,145.3
8,jul,2021,28,management,single,,no,81,no,yes,cellular,158,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,33,services,married,primary,no,6904,no,no,telephone,114,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
5,may,2020,46,self-employed,married,tertiary,no,137,yes,yes,,246,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,apr,2019,30,student,single,secondary,no,25,no,no,telephone,44,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
14,aug,2021,60,management,married,tertiary,no,759,no,no,cellular,136,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
24,jul,2021,56,housemaid,married,tertiary,no,1922,yes,no,cellular,247,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,24,student,single,,no,3298,yes,no,,227,1,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,58,retired,married,secondary,no,764,no,no,cellular,219,4,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
18,jan,2018,79,retired,married,primary,no,8556,no,no,telephone,326,2,272,2,success,1,65+,0.75,4.1,1.3,2.5,28200,−9,138.7
20,may,2020,32,blue-collar,married,secondary,no,3514,yes,no,,226,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,jul,2021,33,services,married,primary,no,0,yes,no,cellular,351,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
27,nov,2023,77,retired,married,primary,no,680,no,no,telephone,341,4,94,3,failure,0,65+,5.25,4.2,0.3,7.3,33000,−24,158.9
22,jul,2021,60,housemaid,married,primary,no,0,no,yes,telephone,124,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
7,aug,2021,54,management,married,tertiary,no,2819,no,no,cellular,123,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,30,blue-collar,married,primary,no,-518,yes,yes,,244,6,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,aug,2021,50,services,married,secondary,no,60,no,yes,cellular,151,8,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
7,apr,2019,50,management,married,secondary,no,732,no,no,cellular,736,7,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
16,jul,2021,37,technician,married,secondary,no,2707,yes,no,telephone,109,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
11,jul,2021,41,technician,married,tertiary,no,177,yes,no,telephone,117,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
8,jul,2021,49,admin.,married,secondary,no,13229,no,yes,telephone,77,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
6,jun,2020,41,blue-collar,married,primary,no,-204,yes,yes,,42,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,feb,2018,40,technician,married,secondary,no,990,yes,no,cellular,252,3,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
3,jun,2020,38,blue-collar,married,secondary,no,648,yes,no,,179,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,aug,2021,34,technician,married,secondary,no,50,no,no,cellular,106,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
14,jul,2021,49,entrepreneur,married,secondary,no,1916,no,yes,telephone,281,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
24,apr,2019,72,retired,married,primary,no,763,no,no,cellular,384,2,-1,0,,1,65+,0.75,3.8,1.6,1.8,29000,−14,137.1
20,apr,2019,34,blue-collar,married,secondary,no,470,yes,yes,cellular,217,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
19,aug,2021,31,technician,married,secondary,no,0,no,yes,cellular,144,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
21,nov,2023,33,blue-collar,single,secondary,no,5739,yes,yes,cellular,374,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
14,may,2020,31,management,married,tertiary,no,0,no,no,,298,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,55,management,married,tertiary,no,-375,no,no,cellular,814,2,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,jul,2021,25,unemployed,married,secondary,no,157,yes,no,cellular,33,31,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,34,management,married,tertiary,no,1518,yes,no,cellular,128,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
5,aug,2021,53,management,married,tertiary,no,1343,no,no,cellular,129,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
19,aug,2021,39,management,single,tertiary,yes,-401,yes,no,cellular,274,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
17,nov,2023,41,management,married,primary,no,5310,yes,no,cellular,984,1,-1,0,,1,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
14,may,2020,32,blue-collar,single,secondary,no,2285,yes,no,,413,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,29,admin.,married,secondary,no,22171,yes,no,cellular,44,1,355,3,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
4,feb,2018,56,management,married,tertiary,no,856,yes,yes,cellular,70,4,7,7,other,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
6,feb,2018,19,student,single,,no,1169,no,no,cellular,463,18,-1,0,,0,18-25,0.75,4.1,1.3,2.5,28200,−9,138.7
2,jun,2020,39,management,single,tertiary,no,3797,no,no,cellular,96,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,32,blue-collar,single,secondary,no,53,yes,no,cellular,276,1,195,1,failure,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
16,apr,2019,43,blue-collar,married,primary,no,2519,yes,no,cellular,257,2,146,9,other,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
8,aug,2021,32,entrepreneur,married,primary,no,795,no,no,cellular,131,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
30,apr,2019,53,admin.,divorced,secondary,no,0,yes,yes,cellular,586,2,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
31,aug,2021,52,blue-collar,married,secondary,no,2087,yes,no,cellular,267,1,474,1,failure,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jul,2021,43,technician,single,secondary,no,34,no,no,telephone,29,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jun,2020,48,technician,married,secondary,no,5,no,no,,65,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,jul,2021,27,technician,single,secondary,no,15,yes,no,cellular,67,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
28,oct,2022,27,management,single,tertiary,no,390,no,no,cellular,190,1,82,1,success,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
13,aug,2021,51,management,married,,no,712,no,no,cellular,287,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
17,jun,2020,39,admin.,single,tertiary,no,2600,yes,no,,77,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,may,2020,33,blue-collar,married,secondary,no,-241,yes,yes,,169,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,nov,2023,50,blue-collar,divorced,primary,no,1545,yes,no,cellular,25,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
5,nov,2023,59,retired,divorced,secondary,no,1026,no,no,,669,1,-1,0,,1,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
28,jul,2021,58,housemaid,married,primary,no,435,yes,no,telephone,122,6,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
27,oct,2022,54,technician,married,tertiary,no,876,no,no,cellular,269,3,541,3,success,1,46-55,1.75,3.7,4.1,9.1,31000,−41,152.6
29,oct,2022,60,blue-collar,married,secondary,no,1801,no,no,telephone,167,1,-1,0,,0,56-65,1.75,3.7,4.1,9.1,31000,−41,152.6
13,may,2020,38,management,married,tertiary,no,2278,yes,yes,cellular,244,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,may,2020,39,blue-collar,married,,no,157,yes,no,,99,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,40,admin.,married,secondary,no,1327,yes,yes,,76,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,jul,2021,55,blue-collar,married,primary,no,284,no,yes,telephone,252,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
12,mar,2019,36,management,married,tertiary,no,495,no,no,cellular,213,3,182,6,success,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
3,jun,2020,31,admin.,single,secondary,no,1588,yes,no,,14,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,jul,2021,38,services,married,secondary,no,0,yes,no,telephone,121,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
30,may,2020,52,management,married,secondary,no,428,yes,no,,153,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,45,admin.,married,primary,no,542,no,no,cellular,8,5,350,3,other,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,32,blue-collar,married,primary,no,66,no,no,cellular,244,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
25,jun,2020,58,blue-collar,divorced,secondary,no,314,no,no,,67,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,apr,2019,35,management,married,tertiary,no,24,yes,no,cellular,169,1,231,2,failure,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
7,aug,2021,36,management,single,tertiary,no,613,no,no,cellular,86,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,55,retired,married,secondary,no,1467,no,yes,cellular,277,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,45,blue-collar,married,secondary,no,192,yes,no,cellular,154,5,176,1,other,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jun,2020,49,management,married,secondary,no,321,no,no,,135,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,apr,2019,44,blue-collar,married,secondary,no,788,yes,no,cellular,392,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
8,may,2020,37,blue-collar,divorced,secondary,no,48,yes,no,,133,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,jul,2021,35,blue-collar,married,secondary,no,262,no,no,cellular,96,2,109,4,success,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,may,2020,36,blue-collar,married,secondary,no,4438,yes,no,,446,1,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,44,services,single,secondary,no,5045,yes,no,cellular,20,6,175,15,other,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
7,may,2020,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,291,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jun,2020,56,management,married,tertiary,no,21664,no,no,,214,8,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,aug,2021,32,management,married,tertiary,no,5878,no,no,cellular,159,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,aug,2021,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,275,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,44,management,married,secondary,no,576,yes,no,,128,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,59,entrepreneur,married,primary,no,0,no,no,telephone,207,2,153,1,failure,0,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
23,may,2020,31,blue-collar,single,tertiary,no,2197,yes,no,,146,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,may,2020,60,blue-collar,married,,no,104,yes,no,,22,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,33,technician,single,secondary,no,1279,yes,no,cellular,239,2,349,3,success,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,jul,2021,45,admin.,married,secondary,no,295,yes,no,cellular,92,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
19,may,2020,45,blue-collar,married,primary,no,2128,yes,no,,149,4,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,nov,2023,57,admin.,married,secondary,no,367,no,no,telephone,107,2,-1,0,,0,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
7,aug,2021,36,management,married,tertiary,no,1477,no,no,cellular,71,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
19,may,2020,30,blue-collar,single,primary,no,71,yes,no,,122,6,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,30,admin.,single,secondary,no,127,yes,no,cellular,16,6,368,1,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,feb,2018,59,unemployed,divorced,secondary,no,2921,no,no,telephone,251,1,-1,0,,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
17,nov,2023,58,management,married,tertiary,no,16264,no,no,telephone,215,3,-1,0,,0,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
17,jul,2021,49,retired,married,primary,no,1672,no,no,cellular,128,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
18,aug,2021,48,technician,married,tertiary,no,9207,no,no,cellular,445,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
2,mar,2019,28,technician,single,tertiary,no,356,no,no,cellular,76,2,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
9,jul,2021,59,management,divorced,primary,no,133,yes,no,cellular,206,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
18,nov,2023,40,management,married,tertiary,no,1217,yes,yes,cellular,155,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
4,feb,2018,32,technician,divorced,secondary,no,202,yes,no,cellular,429,1,201,1,failure,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
5,jun,2020,58,blue-collar,married,secondary,no,590,no,yes,,133,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,jun,2020,28,self-employed,single,tertiary,no,442,no,no,cellular,474,3,95,3,other,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,27,technician,single,tertiary,no,808,yes,no,cellular,578,1,364,1,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,38,management,single,tertiary,no,427,yes,no,cellular,17,3,169,2,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,jun,2020,53,technician,married,tertiary,no,431,yes,no,,74,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,aug,2021,60,services,married,tertiary,no,4256,yes,no,cellular,239,3,761,1,other,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
19,aug,2021,33,management,divorced,tertiary,no,0,yes,yes,cellular,275,8,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,52,services,divorced,secondary,no,238,yes,no,cellular,101,1,362,5,other,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,feb,2018,64,retired,married,tertiary,no,846,no,no,cellular,671,1,181,3,failure,1,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
19,nov,2023,40,blue-collar,single,secondary,no,3,no,no,cellular,998,1,-1,0,,1,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
12,jun,2020,52,admin.,married,secondary,no,693,no,no,,271,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,28,student,single,secondary,no,0,yes,no,,133,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
4,jun,2020,49,management,married,secondary,no,362,yes,no,,84,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,may,2020,28,technician,single,secondary,no,618,yes,no,cellular,281,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jun,2020,29,technician,single,tertiary,no,2893,yes,no,,250,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,oct,2022,87,retired,married,primary,no,230,no,no,cellular,144,1,-1,0,,1,65+,1.75,3.7,4.1,9.1,31000,−41,152.6
14,may,2020,37,management,divorced,secondary,no,1287,yes,no,cellular,432,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jun,2020,36,services,married,primary,no,179,no,no,,411,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,aug,2021,35,self-employed,married,tertiary,no,980,no,no,cellular,428,2,336,6,failure,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
22,oct,2022,33,admin.,married,tertiary,no,79,yes,no,cellular,249,2,335,2,failure,1,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
19,aug,2021,60,admin.,married,secondary,no,3043,no,no,cellular,235,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
18,sep,2022,25,management,single,tertiary,no,808,no,no,cellular,267,2,114,2,failure,1,18-25,1.75,3.7,4.1,9.1,31000,−41,152.6
9,sep,2022,69,retired,married,secondary,no,745,no,no,telephone,595,1,-1,0,,0,65+,1.75,3.7,4.1,9.1,31000,−41,152.6
20,jun,2020,41,student,married,secondary,no,1309,no,no,,28,4,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,jul,2021,48,management,single,secondary,no,290,yes,no,cellular,257,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,630,6,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,may,2020,30,blue-collar,single,secondary,no,178,yes,no,,747,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,aug,2021,59,management,married,tertiary,no,0,no,no,cellular,87,4,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
29,may,2020,32,management,single,tertiary,no,537,no,no,,187,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,28,blue-collar,single,secondary,no,416,yes,no,,452,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,60,blue-collar,married,primary,no,1472,no,no,,36,4,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,36,management,married,primary,no,3953,yes,no,cellular,277,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
5,may,2020,32,management,single,tertiary,no,112,yes,no,cellular,118,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,nov,2023,34,management,divorced,tertiary,no,13204,yes,yes,cellular,197,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
14,apr,2019,58,blue-collar,married,secondary,no,0,no,yes,cellular,101,5,-1,0,,0,56-65,0.75,3.8,1.6,1.8,29000,−14,137.1
2,jun,2020,53,management,married,,no,2240,yes,no,cellular,282,2,385,1,success,1,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,31,management,married,tertiary,no,22546,yes,no,cellular,8,6,267,4,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jul,2021,33,admin.,married,secondary,no,0,yes,no,telephone,1448,7,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
21,nov,2023,46,unemployed,divorced,primary,no,23,no,no,cellular,344,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
11,may,2020,29,blue-collar,married,secondary,no,228,yes,no,cellular,12,8,342,9,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,37,self-employed,married,secondary,no,215,yes,no,,61,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,may,2020,58,blue-collar,married,primary,no,23,yes,no,,91,6,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,34,management,married,secondary,no,293,yes,no,,162,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,34,blue-collar,divorced,secondary,no,0,no,yes,,339,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,49,entrepreneur,married,primary,no,199,no,no,,113,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,apr,2019,53,admin.,married,secondary,no,459,no,no,cellular,558,1,-1,0,,1,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
30,may,2020,42,unemployed,married,secondary,no,8131,yes,no,,69,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,40,services,married,secondary,no,-378,yes,yes,cellular,541,1,295,6,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,30,blue-collar,single,primary,no,395,no,no,cellular,429,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
4,jun,2020,31,technician,divorced,secondary,no,10787,yes,no,,135,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,oct,2022,55,admin.,married,secondary,no,865,yes,no,cellular,96,1,111,3,failure,0,46-55,1.75,3.7,4.1,9.1,31000,−41,152.6
20,apr,2019,36,management,married,tertiary,no,340,yes,no,cellular,68,2,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
7,may,2020,31,blue-collar,single,secondary,no,1882,no,no,cellular,529,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,26,management,married,tertiary,no,265,no,no,cellular,650,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
7,dec,2023,31,admin.,married,secondary,no,389,yes,no,cellular,69,1,185,2,failure,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
